Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,"₹ 10,475","₹ 23,772",5,Yes,21,4,3,20,2,3,18,13,1,12
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,"₹ 14,814","₹ 13,514",3,No,19,3,3,32,3,3,5,1,1,3
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,"₹ 19,141","₹ 8,861",3,No,15,3,2,23,2,2,21,6,12,6
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,"₹ 5,405","₹ 11,924",8,No,14,3,4,10,1,3,2,2,2,2
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,"₹ 8,793","₹ 4,809",1,No,21,4,3,9,4,2,9,7,1,7
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,"₹ 19,189","₹ 19,562",1,No,12,3,2,22,3,3,22,7,2,10
50,No,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,"₹ 3,875","₹ 9,983",7,No,15,3,4,4,2,3,2,2,2,2
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,"₹ 2,216","₹ 3,872",7,Yes,13,3,4,10,4,3,7,7,3,7
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,"₹ 11,713","₹ 20,335",9,No,14,3,1,10,2,3,8,7,0,5
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,"₹ 7,861","₹ 15,397",4,Yes,14,3,4,10,4,4,1,0,0,0
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,"₹ 3,708","₹ 2,104",2,No,14,3,3,9,5,3,5,2,1,4
47,No,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,"₹ 13,770","₹ 10,225",9,Yes,12,3,4,28,2,2,22,2,11,13
30,No,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,"₹ 5,304","₹ 25,275",7,No,23,4,4,10,2,2,8,7,7,7
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,"₹ 2,642","₹ 2,755",1,No,11,3,3,1,6,3,1,0,0,0
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,"₹ 2,759","₹ 20,366",6,Yes,12,3,4,7,2,3,2,2,2,2
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,"₹ 6,804","₹ 23,683",3,No,18,3,3,7,5,3,2,2,2,2
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,"₹ 6,142","₹ 7,360",3,No,11,3,4,10,2,3,5,1,4,3
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,"₹ 2,500","₹ 4,344",1,No,14,3,4,5,2,4,4,3,0,2
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,"₹ 6,389","₹ 18,767",9,No,15,3,3,12,3,1,8,3,3,6
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,"₹ 11,103","₹ 20,420",7,No,11,3,3,30,1,2,10,7,1,1
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,"₹ 2,342","₹ 22,929",0,Yes,20,4,4,5,2,2,4,2,2,3
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,"₹ 6,811","₹ 23,398",8,No,19,3,1,9,2,1,7,6,0,7
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,"₹ 2,297","₹ 17,967",1,No,14,3,4,2,2,3,2,2,2,2
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,"₹ 2,450","₹ 10,919",2,No,17,3,4,19,4,3,2,2,2,2
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,"₹ 5,093","₹ 4,761",2,No,11,3,1,16,2,4,1,0,0,0
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,"₹ 5,309","₹ 21,146",1,No,15,3,4,10,2,3,10,8,4,7
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,"₹ 3,057","₹ 20,471",6,Yes,13,3,2,6,0,1,1,0,0,1
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,"₹ 5,121","₹ 4,187",3,No,14,3,3,7,3,3,0,0,0,0
52,No,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,"₹ 16,856","₹ 10,084",1,No,11,3,1,34,3,4,34,6,1,16
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,"₹ 2,686","₹ 5,207",1,Yes,13,3,3,10,2,2,10,9,7,8
25,No,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,"₹ 6,180","₹ 22,807",1,No,23,4,2,6,5,2,6,5,1,4
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,"₹ 6,632","₹ 12,388",0,No,13,3,1,9,3,3,8,7,3,1
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,"₹ 3,505","₹ 19,630",1,No,18,3,4,2,3,3,2,2,0,2
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,"₹ 6,397","₹ 10,339",4,Yes,12,3,4,8,2,3,5,4,1,3
34,No,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,"₹ 6,274","₹ 18,686",1,No,22,4,3,6,5,3,6,5,1,4
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,"₹ 19,859","₹ 21,199",5,Yes,13,3,4,24,2,3,5,2,1,4
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,"₹ 7,587","₹ 14,229",1,No,15,3,2,10,1,3,10,7,0,9
52,No,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,"₹ 4,258","₹ 26,589",0,No,18,3,1,5,3,3,4,3,1,2
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,"₹ 4,364","₹ 5,288",3,No,14,3,1,5,2,3,2,2,2,0
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,"₹ 4,335","₹ 25,549",4,No,12,3,1,11,3,2,8,7,1,1
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,"₹ 5,326","₹ 3,064",6,No,17,3,3,6,2,2,4,3,1,2
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,"₹ 3,280","₹ 13,551",2,No,16,3,3,10,2,3,4,2,1,3
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,"₹ 5,485","₹ 22,670",9,Yes,11,3,2,9,4,3,5,3,1,4
27,No,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,"₹ 4,342","₹ 24,008",0,No,19,3,2,5,3,3,4,2,1,1
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,"₹ 2,782","₹ 19,905",0,Yes,13,3,2,6,3,2,5,3,4,3
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,"₹ 5,980","₹ 26,085",6,Yes,12,3,4,17,2,3,15,7,4,12
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,"₹ 4,381","₹ 7,530",1,No,11,3,3,6,3,3,6,5,1,3
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,"₹ 2,572","₹ 20,317",1,No,16,3,2,3,1,2,3,2,0,2
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,"₹ 3,833","₹ 24,375",3,No,21,4,3,7,2,3,2,2,0,2
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,"₹ 4,244","₹ 9,931",1,No,24,4,4,8,2,3,8,7,3,7
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,"₹ 6,500","₹ 13,305",5,No,17,3,2,6,1,3,3,2,1,2
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,"₹ 18,430","₹ 16,225",1,No,13,3,2,24,4,2,24,7,14,9
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,"₹ 1,601","₹ 3,445",1,Yes,21,4,3,1,2,3,0,0,0,0
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,"₹ 2,694","₹ 26,551",1,No,11,3,3,1,4,3,1,0,0,0
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,"₹ 3,149","₹ 21,821",8,No,20,4,2,9,3,3,5,2,1,4
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,"₹ 17,639","₹ 6,881",5,No,16,3,4,30,3,3,4,3,0,3
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,"₹ 2,319","₹ 6,689",1,Yes,11,3,4,1,1,3,1,0,0,0
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,"₹ 11,691","₹ 25,995",0,No,11,3,4,14,3,4,13,9,3,7
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,"₹ 5,324","₹ 26,507",5,No,15,3,3,6,3,3,3,2,0,2
47,No,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,"₹ 16,752","₹ 12,982",1,Yes,11,3,3,26,3,2,26,14,3,0
36,No,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,"₹ 5,228","₹ 23,361",0,No,15,3,1,10,2,3,9,7,0,5
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,"₹ 2,700","₹ 23,779",1,No,24,4,3,10,3,3,10,7,0,7
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,"₹ 19,246","₹ 25,761",7,Yes,12,3,4,40,2,3,31,15,13,8
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,"₹ 2,506","₹ 13,301",3,No,13,3,3,7,0,3,2,2,2,2
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,"₹ 6,062","₹ 4,051",9,Yes,13,3,4,8,4,3,4,3,0,2
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,"₹ 4,382","₹ 16,374",6,No,17,3,4,5,3,2,2,2,2,1
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,"₹ 2,143","₹ 25,527",4,No,13,3,2,8,2,3,5,2,0,4
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,"₹ 6,162","₹ 19,124",1,No,12,3,3,14,3,3,14,13,6,8
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,"₹ 5,094","₹ 11,983",6,No,14,3,4,10,6,3,1,0,0,0
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,"₹ 6,877","₹ 20,234",5,Yes,24,4,2,12,4,2,0,0,0,0
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,"₹ 2,274","₹ 6,153",1,No,14,3,4,1,3,3,1,0,0,0
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,"₹ 4,434","₹ 11,806",1,No,13,3,4,10,3,2,9,8,7,8
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,Male,45,2,2,Healthcare Representative,1,Divorced,"₹ 6,288","₹ 4,284",2,No,15,3,3,13,3,2,4,3,1,2
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,3,Female,100,2,1,Research Scientist,4,Single,"₹ 2,553","₹ 8,306",1,No,16,3,3,6,3,3,5,2,1,3
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,"₹ 7,654","₹ 5,860",1,No,18,3,1,9,3,4,9,8,7,7
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,"₹ 5,160","₹ 21,519",4,No,16,3,3,12,3,2,9,7,7,3
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,"₹ 17,159","₹ 5,200",6,No,24,4,3,22,3,3,4,1,1,0
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,"₹ 12,808","₹ 8,842",1,Yes,16,3,2,9,3,3,9,8,0,8
35,No,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,"₹ 10,221","₹ 18,869",3,No,21,4,2,17,3,4,8,5,1,6
28,No,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,"₹ 4,779","₹ 3,698",1,Yes,20,4,1,8,2,3,8,7,7,5
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,"₹ 3,737","₹ 2,243",0,No,19,3,3,4,1,1,3,2,0,2
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,3,Female,88,2,1,Research Scientist,3,Married,"₹ 2,366","₹ 20,898",1,Yes,14,3,1,8,2,3,8,7,1,7
27,No,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,"₹ 1,706","₹ 16,571",1,No,11,3,3,0,6,2,0,0,0,0
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,"₹ 16,307","₹ 5,594",2,No,14,3,3,29,2,2,20,6,4,17
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,"₹ 5,933","₹ 5,197",9,No,12,3,4,10,2,2,5,2,2,3
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,"₹ 3,424","₹ 21,632",7,No,13,3,3,6,3,2,4,3,0,1
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,"₹ 4,037","₹ 21,816",1,No,22,4,1,9,5,3,9,8,0,8
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,"₹ 2,559","₹ 17,852",1,No,11,3,4,6,3,2,6,5,1,1
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,"₹ 6,201","₹ 2,823",1,Yes,14,3,4,18,1,2,18,14,4,11
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,"₹ 4,403","₹ 9,250",2,No,11,3,3,8,3,2,5,2,0,3
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,"₹ 3,761","₹ 2,373",9,No,12,3,2,10,3,2,5,4,0,3
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,Female,78,2,3,Sales Executive,4,Married,"₹ 10,934","₹ 20,715",7,Yes,18,3,4,35,3,3,5,2,0,4
45,No,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,"₹ 10,761","₹ 19,239",4,Yes,12,3,3,18,2,3,5,4,0,2
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,"₹ 5,175","₹ 22,162",5,No,12,3,3,9,3,2,5,3,1,3
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,"₹ 13,826","₹ 19,028",3,No,22,4,3,31,3,3,9,8,0,0
37,No,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,"₹ 6,334","₹ 24,558",4,No,19,3,4,9,2,3,1,0,0,0
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,"₹ 4,936","₹ 23,965",1,No,13,3,4,6,6,3,5,1,0,4
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,"₹ 4,775","₹ 19,146",6,No,22,4,1,4,2,1,2,2,2,2
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,"₹ 2,818","₹ 5,044",2,Yes,24,4,3,10,2,2,3,2,0,2
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,"₹ 2,515","₹ 9,068",5,Yes,14,3,4,8,2,3,2,1,2,2
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,"₹ 2,342","₹ 8,635",0,No,21,4,3,6,3,3,5,4,0,3
25,No,Travel_Rarely,141,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,"₹ 4,194","₹ 14,363",1,Yes,18,3,4,5,3,3,5,3,0,3
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,"₹ 10,685","₹ 23,457",1,Yes,20,4,2,17,2,3,17,14,5,15
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,"₹ 2,022","₹ 16,612",1,Yes,19,3,1,10,3,2,10,2,7,8
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,4,Male,61,3,1,Laboratory Technician,4,Divorced,"₹ 2,314","₹ 9,148",0,No,12,3,2,4,2,3,3,0,0,2
25,No,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,"₹ 4,256","₹ 18,154",1,No,12,3,1,5,1,4,5,2,0,3
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,"₹ 3,580","₹ 10,554",2,No,16,3,2,7,2,3,4,2,0,2
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,"₹ 3,162","₹ 10,778",0,No,17,3,4,6,2,2,5,2,3,4
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,"₹ 6,524","₹ 8,891",1,No,14,3,4,10,3,3,10,8,5,3
38,No,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,"₹ 2,899","₹ 12,102",0,No,19,3,4,3,3,3,2,2,1,2
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,"₹ 5,231","₹ 23,726",2,Yes,13,3,2,17,1,2,5,3,1,3
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,"₹ 2,356","₹ 14,871",3,Yes,19,3,2,8,2,3,6,4,0,2
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,"₹ 2,800","₹ 23,522",6,Yes,19,3,3,5,3,3,3,2,0,2
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,"₹ 11,836","₹ 22,789",5,No,14,3,3,28,3,3,2,0,2,2
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,4,Male,78,2,3,Manufacturing Director,2,Married,"₹ 10,903","₹ 9,129",3,No,16,3,1,16,2,3,13,10,4,8
37,No,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,"₹ 2,973","₹ 21,222",5,No,15,3,2,10,3,3,5,4,0,0
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,"₹ 14,275","₹ 20,206",6,No,18,3,3,33,0,3,12,9,3,8
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,"₹ 5,562","₹ 21,782",4,No,13,3,2,12,2,2,5,2,2,2
47,No,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,"₹ 4,537","₹ 17,783",0,Yes,22,4,1,8,2,3,7,6,7,7
37,No,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,"₹ 7,642","₹ 4,814",1,Yes,13,3,4,10,2,3,10,0,0,9
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,"₹ 17,924","₹ 4,544",1,No,11,3,4,31,3,3,31,6,14,7
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,"₹ 5,204","₹ 7,790",8,No,11,3,3,13,2,3,5,4,0,4
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,"₹ 2,277","₹ 22,650",3,Yes,11,3,3,7,4,4,4,3,0,3
32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,Male,87,3,1,Laboratory Technician,4,Single,"₹ 2,795","₹ 18,016",1,Yes,24,4,3,1,2,1,1,0,0,1
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,"₹ 2,532","₹ 6,054",6,No,14,3,3,8,5,3,4,3,0,3
44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,2,Male,61,3,1,Research Scientist,1,Married,"₹ 2,559","₹ 7,508",1,Yes,13,3,4,8,0,3,8,7,7,1
28,No,Travel_Rarely,821,Sales,5,4,Medical,1,Male,98,3,2,Sales Executive,4,Single,"₹ 4,908","₹ 24,252",1,No,14,3,2,4,3,3,4,2,0,2
58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,4,Male,57,2,1,Laboratory Technician,4,Divorced,"₹ 2,380","₹ 13,384",9,Yes,14,3,4,3,3,2,1,0,0,0
43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,Female,55,3,2,Manufacturing Director,2,Divorced,"₹ 4,765","₹ 23,814",4,No,21,4,3,4,2,4,1,0,0,0
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,"₹ 2,044","₹ 22,052",1,No,13,3,4,2,3,2,2,2,0,2
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,4,Female,65,3,1,Research Scientist,4,Single,"₹ 2,693","₹ 8,870",1,No,19,3,1,1,3,2,1,0,0,0
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,3,Male,68,3,2,Healthcare Representative,4,Married,"₹ 6,586","₹ 4,821",0,Yes,17,3,1,17,2,2,16,8,4,11
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,4,Female,65,2,1,Sales Representative,4,Single,"₹ 3,294","₹ 13,137",1,Yes,18,3,1,3,3,2,3,2,1,2
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,2,Female,34,3,2,Manufacturing Director,3,Married,"₹ 4,171","₹ 10,022",0,Yes,19,3,1,4,3,4,3,2,0,2
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,"₹ 2,778","₹ 17,725",4,Yes,13,3,3,10,1,2,7,7,1,0
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,"₹ 2,377","₹ 9,834",5,No,18,3,2,6,2,3,2,2,2,2
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,4,Male,70,3,1,Laboratory Technician,1,Married,"₹ 2,404","₹ 4,303",7,Yes,21,4,4,8,2,1,2,2,2,2
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,"₹ 2,318","₹ 17,808",1,No,19,3,3,1,2,3,1,1,0,0
34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,"₹ 2,008","₹ 6,896",1,No,14,3,2,1,3,3,1,0,1,0
42,No,Travel_Rarely,462,Sales,14,2,Medical,3,Female,68,2,2,Sales Executive,3,Single,"₹ 6,244","₹ 7,824",7,No,17,3,1,10,6,3,5,4,0,3
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,3,Male,100,2,1,Research Scientist,1,Single,"₹ 2,799","₹ 3,339",3,Yes,11,3,2,6,1,3,3,2,0,2
58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,3,Female,37,2,3,Healthcare Representative,2,Divorced,"₹ 10,552","₹ 9,255",2,Yes,13,3,4,24,3,3,6,0,0,4
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,"₹ 2,329","₹ 11,737",3,No,15,3,2,13,2,4,7,7,5,2
